SERVICE_DATE,PEAK_OFFPEAK_IND,MODE_TYPE,ROUTE_OR_LINE,ROUTE_TYPE,STOP,METRIC_TYPE,OTP_NUMERATOR,OTP_DENOMINATOR
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boston Univ West,Passenger Wait Time,22.775151506,94.567536940
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Chiswick Road,Passenger Wait Time,21.346647867,111.438531889
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Prudential,Passenger Wait Time,229.563142656,606.316088140
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boston Univ East,Passenger Wait Time,22.167631135,77.451304409
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Kenmore,Passenger Wait Time,127.846958226,697.644849930
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Packards Corner,Passenger Wait Time,40.194238466,195.035488843
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Boylston,Passenger Wait Time,70.282085607,271.951829082
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Northeastern,Passenger Wait Time,139.131059416,308.907038395
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Riverway,Passenger Wait Time,51.517921899,118.035574503
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boylston,Passenger Wait Time,76.441784598,265.248759794
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Hynes,Passenger Wait Time,182.632348121,545.733660697
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,South Street,Passenger Wait Time,39.881610260,159.127386336
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Washington Street,Passenger Wait Time,40.841047688,185.172280459
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Park Street,Passenger Wait Time,3.392964425,9.551381422
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Newton Centre,Passenger Wait Time,52.593309164,191.630678700
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Symphony,Passenger Wait Time,223.998244345,608.421954270
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Warren Street,Passenger Wait Time,31.631132972,176.682437876
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Arlington,Passenger Wait Time,230.004171297,482.137354004
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Brandon Hall,Passenger Wait Time,39.173578964,96.451161052
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Englewood Avenue,Passenger Wait Time,123.325557970,389.114534534
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Fairbanks Street,Passenger Wait Time,26.758487071,83.017517814
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Chestnut Hill,Passenger Wait Time,55.630956376,177.612554299
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Fenway,Passenger Wait Time,52.229744212,197.937261474
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Kenmore,Passenger Wait Time,109.702451260,550.103511669
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Arlington,Passenger Wait Time,592.347077183,1059.503514468
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boston Univ Central,Passenger Wait Time,39.624830758,172.000941245
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,North Station,Passenger Wait Time,.195731786,1.517286270
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,North Station,Passenger Wait Time,.607856604,1.378379061
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Copley,Passenger Wait Time,840.191494275,1568.756495155
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Fenwood Road,Passenger Wait Time,18.793460042,43.872227850
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Mission Park,Passenger Wait Time,43.808258950,105.001004111
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,North Station,Passenger Wait Time,6.782775505,21.471337892
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Allston Street,Passenger Wait Time,57.483451069,209.196947459
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Arlington,Passenger Wait Time,59.281837902,206.029927563
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Griggs Street,Passenger Wait Time,55.743144734,205.699019484
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Copley,Passenger Wait Time,355.360171840,875.963062982
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Hynes,Passenger Wait Time,518.045153069,919.762850256
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Saint Mary Street,Passenger Wait Time,58.970228254,193.434604894
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Saint Paul Street,Passenger Wait Time,55.247943038,146.122763674
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Brookline Village,Passenger Wait Time,61.106075487,256.974674105
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Newton Highlands,Passenger Wait Time,35.025126274,147.778231385
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Park Street,Passenger Wait Time,16.060903186,31.269393631
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Waban,Passenger Wait Time,28.941938457,86.868152175
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Woodland,Passenger Wait Time,32.535522125,144.746875521
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Boylston,Passenger Wait Time,150.782005844,330.788582883
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Coolidge Corner,Passenger Wait Time,113.831003296,344.357057847
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Dean Road,Passenger Wait Time,24.454777632,79.478867829
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Copley,Passenger Wait Time,139.467282942,641.606026665
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Hawes Street,Passenger Wait Time,37.628602609,93.433539158
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Washington Square,Passenger Wait Time,70.807626587,230.458197406
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Longwood Medical Area,Passenger Wait Time,156.071035239,358.714199529
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Chestnut Hill Avenue,Passenger Wait Time,17.974774710,101.149092747
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Saint Paul Street,Passenger Wait Time,24.993650106,99.916788183
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Sutherland Road,Passenger Wait Time,31.043300825,129.801844021
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Kenmore,Passenger Wait Time,639.192695205,1185.216493286
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Tappan Street,Passenger Wait Time,49.556049904,163.346586776
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Eliot,Passenger Wait Time,24.250349164,93.120267869
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Back of the Hill,Passenger Wait Time,15.527532607,37.707535872
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Beaconsfield,Passenger Wait Time,39.102446502,170.778263709
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Museum of Fine Arts,Passenger Wait Time,106.943689065,237.582444092
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Babcock Street,Passenger Wait Time,20.287279787,100.884992182
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Pleasant Street,Passenger Wait Time,25.198665650,114.809856091
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Brookline Hills,Passenger Wait Time,47.862981056,189.938477937
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Reservoir,Passenger Wait Time,61.060125165,280.150416788
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Park Street,Passenger Wait Time,343.254413660,760.466601178
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Blandford Street,Passenger Wait Time,23.950604509,108.311033043
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Harvard Avenue,Passenger Wait Time,56.955037496,460.394480528
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Kent Street,Passenger Wait Time,21.490572643,53.334710181
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Summit Avenue,Passenger Wait Time,108.618350969,322.650348283
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Arlington,Passenger Wait Time,53.439991001,182.725509047
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Copley,Passenger Wait Time,240.447003415,688.943845069
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Hynes,Passenger Wait Time,160.196647415,491.360049276
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Longwood,Passenger Wait Time,56.745691719,207.999061568
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Boylston,Passenger Wait Time,238.882207707,480.618124793
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Brigham Circle,Passenger Wait Time,76.562863060,240.591055361
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Arlington,Passenger Wait Time,315.093791323,652.726066386
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Copley,Passenger Wait Time,140.329233199,619.938915992
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Park Street,Passenger Wait Time,38.717051266,57.115923492
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Brigham Circle,Passenger Wait Time,40.980415678,280.206008181
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Allston Street,Passenger Wait Time,41.469509022,210.948027561
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Copley,Passenger Wait Time,121.312904562,733.026943058
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Dean Road,Passenger Wait Time,23.548152443,82.600088577
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Eliot,Passenger Wait Time,21.596105562,102.740237794
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Fenway,Passenger Wait Time,69.275166176,226.537614189
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Mission Park,Passenger Wait Time,47.120316997,123.680405474
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Chestnut Hill Avenue,Passenger Wait Time,20.776979777,116.951133512
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Saint Mary Street,Passenger Wait Time,78.493450625,244.445125278
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Boylston,Passenger Wait Time,78.507624079,306.612087536
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Saint Paul Street,Passenger Wait Time,19.008749472,113.283389453
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Brandon Hall,Passenger Wait Time,36.440706215,102.444654227
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Brookline Village,Passenger Wait Time,74.080094836,279.665889660
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Chestnut Hill,Passenger Wait Time,38.560330494,200.526856776
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boston Univ West,Passenger Wait Time,20.134959505,107.587394786
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boylston,Passenger Wait Time,52.303703186,312.337019091
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Kenmore,Passenger Wait Time,125.336781540,834.431876437
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Arlington,Passenger Wait Time,52.037310937,219.975966458
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Beaconsfield,Passenger Wait Time,53.462611087,180.476863311
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Brookline Hills,Passenger Wait Time,61.136877361,203.974543218
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Hynes,Passenger Wait Time,105.771067052,479.278977824
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Woodland,Passenger Wait Time,27.216899153,148.594028088
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Arlington,Passenger Wait Time,380.849735018,983.393447114
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Longwood Medical Area,Passenger Wait Time,130.207521223,412.654710529
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Kent Street,Passenger Wait Time,16.642090041,56.241849330
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Northeastern,Passenger Wait Time,82.439009123,312.591153583
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Park Street,Passenger Wait Time,444.450527674,954.977928761
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Riverway,Passenger Wait Time,40.734700422,132.854407756
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Harvard Avenue,Passenger Wait Time,46.197628187,493.031415974
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Packards Corner,Passenger Wait Time,38.718950522,234.798539546
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Pleasant Street,Passenger Wait Time,21.294560455,133.229169330
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Warren Street,Passenger Wait Time,26.524841429,195.751318225
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Fairbanks Street,Passenger Wait Time,28.449141721,95.133566821
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Tappan Street,Passenger Wait Time,52.771479798,171.910800400
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Kenmore,Passenger Wait Time,130.233539042,599.576623597
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Reservoir,Passenger Wait Time,75.961278976,314.033024931
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,North Station,Passenger Wait Time,9.430747037,27.535516709
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Newton Highlands,Passenger Wait Time,31.263715845,180.521282671
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Copley,Passenger Wait Time,520.859937246,1516.964242210
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Symphony,Passenger Wait Time,190.090222075,688.845004955
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Blandford Street,Passenger Wait Time,26.287128439,129.706034471
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boston Univ East,Passenger Wait Time,16.162705550,89.512833109
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Washington Street,Passenger Wait Time,39.492602811,206.305072299
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Summit Avenue,Passenger Wait Time,108.843344917,334.265330382
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Washington Square,Passenger Wait Time,73.533697484,248.448535534
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Fenwood Road,Passenger Wait Time,27.242305978,74.366856999
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Hynes,Passenger Wait Time,567.487346360,1080.605249989
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Prudential,Passenger Wait Time,169.287909592,701.585034464
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Boylston,Passenger Wait Time,196.003995993,548.163038147
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Museum of Fine Arts,Passenger Wait Time,79.176968771,274.621106270
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Arlington,Passenger Wait Time,39.987838888,235.044455671
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boston Univ Central,Passenger Wait Time,33.894772475,204.537219222
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Longwood,Passenger Wait Time,61.771659666,244.236703817
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Newton Centre,Passenger Wait Time,42.012214156,224.102580009
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Chiswick Road,Passenger Wait Time,30.116060485,126.198268293
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Griggs Street,Passenger Wait Time,43.667575371,218.950325949
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Hynes,Passenger Wait Time,129.749511884,660.462590189
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Sutherland Road,Passenger Wait Time,27.684572078,146.423109973
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Boylston,Passenger Wait Time,122.247924230,370.282699507
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Copley,Passenger Wait Time,603.196879433,1376.025306693
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Englewood Avenue,Passenger Wait Time,147.623521896,398.648513588
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Hawes Street,Passenger Wait Time,36.695024312,104.795599934
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Kenmore,Passenger Wait Time,634.752007503,1309.900324017
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Saint Paul Street,Passenger Wait Time,40.883299240,157.977015654
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Waban,Passenger Wait Time,22.085390899,92.671267982
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Babcock Street,Passenger Wait Time,18.393410333,120.224464270
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,South Street,Passenger Wait Time,40.988656491,185.525974658
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Coolidge Corner,Passenger Wait Time,100.790492160,395.710320485
02-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Back of the Hill,Passenger Wait Time,15.851211488,42.692941538
03-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-B Line,Green Line,Boston Univ East,Passenger Wait Time,29.174008199,91.553190852
03-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-C Line,Green Line,Dean Road,Passenger Wait Time,20.812859597,83.518257617
03-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Eliot,Passenger Wait Time,27.597336271,110.072408246
03-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-D Line,Green Line,Newton Highlands,Passenger Wait Time,37.723183520,166.581779656
03-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Museum of Fine Arts,Passenger Wait Time,105.926379647,267.438030092
03-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,Green-E Line,Green Line,Symphony,Passenger Wait Time,163.996564207,677.947399163
